红海行动,动作,"365,078",中国/中国香港,2018-02-16
唐人街探案2,喜剧,"339,769",中国,2018-02-16
我不是药神,剧情,"309,996",中国,2018-07-05
西虹市首富,喜剧,"254,757",中国,2018-07-27
复仇者联盟3：无限战争,动作,"239,053",美国,2018-05-11
捉妖记2,喜剧,"223,708",中国香港/中国,2018-02-16
毒液：致命守护者,动作,"187,013",美国,2018-11-09
海王,动作,"185,218",美国,2018-12-07
侏罗纪世界2,动作,"169,588",美国,2018-06-15
前任3：再见前任,喜剧,"164,667",中国,2017-12-29
头号玩家,科幻,"139,666",美国,2018-03-30
