国际经济与贸易,2,459,2,4,5060,-
金融学类,2,462,2,4,5060,包含专业：金融学、金融工程、保险学、投资学
数学类,2,468,2,4,4900,包含专业：数学与应用数学、信息与计算科学
统计学类,2,464,2,4,4900,包含专业：统计学、应用统计学
电子信息类,2,443,4,4,4900,包含专业：电子信息工程
计算机类,2,455,2,4,4900,包含专业：计算机科学与技术、软件工程、网络工程
物流管理与工程类,4,436,3,4,4600,包含专业：物流管理
工商管理类,2,454,2,4,4600,包含专业：工商管理、市场营销、人力资源管理、文化产业管理
会计学,2,488,2,4,5060,-
旅游管理类,2,436,1,4,4600,包含专业：旅游管理、酒店管理、会展经济与管理
