建筑电气与智能化,1,395,1,4,3900,-
电子信息工程,1,423,1,4,4290,-
电气工程及其自动化,1,443,1,4,3900,-
应用化学,1,384,1,4,3900,-
材料科学与工程,1,382,0,4,3900,-
城乡规划,1,382,1,5,4290,-
建筑学,1,395,1,5,4290,-
计算机科学与技术,1,463,2,4,4290,-
网络工程,1,435,1,4,3900,-
财务管理,2,409,2,4,3500,-
