电气工程及其自动化,4,471,4,4,5390,-
机械设计制造及其自动化,4,465,4,4,5390,-
能源化学工程,4,432,4,4,5390,-
食品科学与工程,4,437,4,4,4900,-
食品质量与安全,4,447,4,4,4900,-
