金融学,2,456,3,4,5000,-
国际经济与贸易,2,435,2,4,4500,-
会计学,2,464,2,4,4500,-
计算机科学与技术,3,423,2,4,4500,-
软件工程,3,423,3,4,5000,-
投资学,3,431,3,4,5000,-
