机械设计制造及其自动化,2,464,2,4,5800,-
机械工程,4,465,4,4,5800,-
材料成型及控制工程,2,450,2,4,5800,-
复合材料与工程,2,449,2,4,5800,-
自动化,3,478,3,4,5800,-
测控技术与仪器,3,457,3,4,5800,-
计算机科学与技术（嵌入式培养）,2,481,3,4,7800,-
电气工程及其自动化（电力系统继电保护）,2,498,2,4,5800,-
建筑电气与智能化,4,463,4,4,5800,-
电气工程与智能控制,3,486,3,4,5800,-
通信工程,4,455,4,4,5800,-
能源与动力工程,5,471,5,4,5800,-
土木工程,4,448,4,4,5800,-
城市地下空间工程,2,445,2,4,5800,-
环境工程,3,445,2,4,5800,-
能源化学工程,2,456,2,4,5800,-
