能源经济,1,449,1,4,5100,-
国际商务,1,429,0,4,5100,-
金融工程,1,480,1,4,5100,-
工程管理,2,429,2,4,5100,-
房地产开发与管理,2,451,2,4,5100,-
工程造价,1,449,1,4,5100,-
信息管理与信息系统,1,447,1,4,5100,-
计算机科学与技术,1,492,1,4,5000,-
电子商务,1,478,1,4,5100,-
物流管理,1,457,1,4,5100,-
人力资源管理,1,457,2,4,5100,-
土地资源管理,2,429,0,4,5100,-
旅游管理,2,429,0,4,5100,-
信息与计算科学,1,447,2,4,5000,-
金融数学,1,461,2,4,5100,-
人文地理与城乡规划,1,429,0,4,5000,-
资源与环境经济学,1,457,3,4,5100,-
数据科学与大数据技术,1,462,2,4,5000,-
