金融工程,1,387,1,4,4600,-
地理科学（师范类）,1,423,1,4,4900,-
数字媒体技术,1,411,1,4,4900,-
医学影像技术,1,430,1,4,5200,-
财务管理,1,406,1,4,4600,-
