机械设计制造及其自动化（中外合作办学）（中美合作）,2,473,1,4,15000,-
计算机类,6,486,7,4,5000,包含专业：计算机科学与技术、软件工程、网络工程
德语,1,480,1,4,5000,-
机械设计制造及其自动化（机辆工程方向）,2,477,2,4,5000,-
铁道工程,2,476,2,4,5000,-
光电信息科学与工程（光电信息检测与器件方向）,2,481,2,4,5000,-
机器人工程（智能机器人方向）,2,484,2,4,5000,-
