工商管理（中外合作办学）,2,473,1,4,45000,只招收有志愿的考生
会计学（中外合作办学）,2,476,3,4,60000,-
计算机科学与技术（中外合作办学）,2,488,2,4,60000,只招收有志愿的考生;不能准确在显示器上识别红、黄、绿、蓝、紫各颜色中任何一种颜色的数码、字母者不能录取
软件工程（中外合作办学）,2,478,2,4,60000,只招收有志愿的考生;不能准确在显示器上识别红、黄、绿、蓝、紫各颜色中任何一种颜色的数码、字母者不能录取
