信息与计算科学,1,437,1,4,4500,-
人文地理与城乡规划,1,389,2,4,5900,-
物理学（师范类）,1,453,1,4,4000,-
化学生物学,1,385,1,4,4500,-
环境工程,1,385,0,4,5900,-
