数学与应用数学（师范类）,2,466,2,4,5000,-
电子信息类,2,429,2,4,5550,包含专业：电子信息工程、通信工程、自动化
计算机类,2,439,2,4,5550,包含专业：计算机科学与技术、软件工程、网络工程
化学（师范类）,2,457,2,4,5000,-
中药制药,2,394,2,4,5550,-
生物技术（师范类）,2,419,2,4,5550,-
