服装设计与工程,2,469,2,4,4600,第一学年北校区、后三学年根据各校区学生宿舍资源情况调配安排
高分子材料与工程,3,422,3,4,4600,第一学年北校区、后三学年根据各校区学生宿舍资源情况调配安排
轻化工程,4,409,4,4,4600,第一学年北校区、后三学年根据各校区学生宿舍资源情况调配安排
工商管理类,2,455,2,4,4200,包含专业：工商管理、市场营销、会计学、文化产业管理。第一学年北校区、后三学年根据各校区学生宿舍资源情况调配安排
信息管理与信息系统,1,476,1,4,4200,第一学年北校区、后三学年根据各校区学生宿舍资源情况调配安排
