机械类,2,471,2,4,5500,第一年在安吉校区，一年后在小和山校区就读。包含专业：机械设计制造及其自动化、材料成型及控制工程、车辆工程
电气工程及其自动化,4,468,4,4,5500,第一年在安吉校区，一年后在小和山校区就读
信息与计算科学,2,481,2,4,4800,第一年在安吉校区，一年后在小和山校区就读
信息管理与信息系统,3,475,3,4,4800,第一年在安吉校区，一年后在小和山校区就读
